ANNO,PROVINCIA,GENERE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2015,MANTOVA,F,malattie del sistema respiratorio-polmonite,10.77086348,45.14135331,34,"(45.14135331, 10.77086348)"
2015,COMO,F,malattie del sistema respiratorio-altre malattie del sistema respiratorio,9.039360974,45.80216962,105,"(45.80216962, 9.039360974)"
2014,MANTOVA,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,10.77086348,45.14135331,95,"(45.14135331, 10.77086348)"
2014,COMO,F,malattie del sistema respiratorio,9.039360974,45.80216962,229,"(45.80216962, 9.039360974)"
2015,REGIONE LOMBARDIA,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,,,4150,
2012,BRESCIA,F,malattie della cute e del tessuto sottocutaneo,10.18167955,45.51939749,13,"(45.51939749, 10.18167955)"
2012,REGIONE LOMBARDIA,F,malattie della cute e del tessuto sottocutaneo,,,112,
2015,BRESCIA,M,malattie dell'apparato digerente-altre malattie dell'apparato digerente,10.18167955,45.51939749,137,"(45.51939749, 10.18167955)"
2015,PAVIA,ALL,malattie del sistema circolatorio-altre malattie del sistema circolatorio,9.14034225,45.18407925,554,"(45.18407925, 9.14034225)"
2015,MANTOVA,ALL,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",10.77086348,45.14135331,31,"(45.14135331, 10.77086348)"
2015,MILANO,M,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.18951,45.46427,146,"(45.46427, 9.18951)"
2012,MONZA E DELLA BRIANZA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.258430902,45.5823624,6,"(45.5823624, 9.258430902)"
2015,COMO,ALL,malattie della cute e del tessuto sottocutaneo,9.039360974,45.80216962,12,"(45.80216962, 9.039360974)"
2013,CREMONA,M,malattie del sistema osteomuscolare e del tessuto connettivo,10.0131151,45.13644491,4,"(45.13644491, 10.0131151)"
2013,MANTOVA,M,malattie dell'apparato digerente-altre malattie dell'apparato digerente,10.77086348,45.14135331,40,"(45.14135331, 10.77086348)"
2013,BRESCIA,F,malattie del sistema circolatorio-malattie ischemiche del cuore,10.18167955,45.51939749,767,"(45.51939749, 10.18167955)"
2013,ITALIA,F,malattie del sistema respiratorio,,,19158,
2015,LECCO,ALL,malattie del sistema respiratorio-polmonite,9.388156645,45.85028614,68,"(45.85028614, 9.388156645)"
2013,VARESE,M,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",8.80650544,45.80041256,48,"(45.80041256, 8.80650544)"
2013,BRESCIA,M,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,10.18167955,45.51939749,1,"(45.51939749, 10.18167955)"
2013,MANTOVA,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore,10.77086348,45.14135331,582,"(45.14135331, 10.77086348)"
2013,VARESE,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,8.80650544,45.80041256,213,"(45.80041256, 8.80650544)"
2012,REGIONE LOMBARDIA,F,malattie del sistema circolatorio- malattie cerebrovascolari,,,5416,
2013,BRESCIA,ALL,malattie del sistema respiratorio-altre malattie del sistema respiratorio,10.18167955,45.51939749,205,"(45.51939749, 10.18167955)"
2014,PAVIA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.14034225,45.18407925,3,"(45.18407925, 9.14034225)"
2015,SONDRIO,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.879429303,46.1707552,24,"(46.1707552, 9.879429303)"
2013,SONDRIO,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2013,REGIONE LOMBARDIA,M,malattie dell'apparato digerente,,,1552,
2014,COMO,F,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.039360974,45.80216962,4,"(45.80216962, 9.039360974)"
2014,BRESCIA,F,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,10.18167955,45.51939749,8,"(45.51939749, 10.18167955)"
2014,ITALIA,F,malattie del sistema respiratorio-polmonite,,,4697,
2015,PAVIA,F,malattie del sistema respiratorio-altre malattie del sistema respiratorio,9.14034225,45.18407925,59,"(45.18407925, 9.14034225)"
2015,COMO,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.039360974,45.80216962,3,"(45.80216962, 9.039360974)"
2015,PAVIA,M,malattie del sistema respiratorio-influenza,9.14034225,45.18407925,2,"(45.18407925, 9.14034225)"
2014,BERGAMO,ALL,malattie del sistema respiratorio-polmonite,9.63853045,45.68012929,166,"(45.68012929, 9.63853045)"
2015,CREMONA,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,10.0131151,45.13644491,74,"(45.13644491, 10.0131151)"
2014,REGIONE LOMBARDIA,M,malattie del sistema osteomuscolare e del tessuto connettivo,,,120,
2015,CREMONA,ALL,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",10.0131151,45.13644491,36,"(45.13644491, 10.0131151)"
2013,SONDRIO,ALL,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.879429303,46.1707552,3,"(46.1707552, 9.879429303)"
2015,PAVIA,M,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.14034225,45.18407925,4,"(45.18407925, 9.14034225)"
2012,PAVIA,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,9.14034225,45.18407925,134,"(45.18407925, 9.14034225)"
2012,BERGAMO,ALL,malattie del sistema osteomuscolare e del tessuto connettivo,9.63853045,45.68012929,48,"(45.68012929, 9.63853045)"
2013,MONZA E DELLA BRIANZA,M,malattie della cute e del tessuto sottocutaneo,9.258430902,45.5823624,2,"(45.5823624, 9.258430902)"
2015,BRESCIA,M,malattie del sistema circolatorio- malattie cerebrovascolari,10.18167955,45.51939749,400,"(45.51939749, 10.18167955)"
2012,MONZA E DELLA BRIANZA,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,9.258430902,45.5823624,166,"(45.5823624, 9.258430902)"
2012,PAVIA,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.14034225,45.18407925,213,"(45.18407925, 9.14034225)"
2012,PAVIA,F,malattie del sistema respiratorio-influenza,9.14034225,45.18407925,6,"(45.18407925, 9.14034225)"
2012,BRESCIA,M,malattie dell'apparato digerente-altre malattie dell'apparato digerente,10.18167955,45.51939749,116,"(45.51939749, 10.18167955)"
2012,BERGAMO,F,malattie del sistema respiratorio-influenza,9.63853045,45.68012929,5,"(45.68012929, 9.63853045)"
2014,COMO,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.039360974,45.80216962,314,"(45.80216962, 9.039360974)"
2012,REGIONE LOMBARDIA,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore,,,10955,
2012,LODI,ALL,malattie del sistema respiratorio,9.510140481,45.31535435,172,"(45.31535435, 9.510140481)"
2014,LECCO,M,malattie del sistema circolatorio- altre malattie del cuore,9.388156645,45.85028614,92,"(45.85028614, 9.388156645)"
2013,MILANO,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.18951,45.46427,907,"(45.46427, 9.18951)"
2013,VARESE,F,malattie del sistema circolatorio- malattie cerebrovascolari,8.80650544,45.80041256,479,"(45.80041256, 8.80650544)"
2015,COMO,F,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.039360974,45.80216962,7,"(45.80216962, 9.039360974)"
2012,MILANO,M,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.18951,45.46427,8,"(45.46427, 9.18951)"
2012,BRESCIA,M,malattie del sistema circolatorio- altre malattie del cuore,10.18167955,45.51939749,304,"(45.51939749, 10.18167955)"
2012,VARESE,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,8.80650544,45.80041256,263,"(45.80041256, 8.80650544)"
2012,ITALIA,F,malattie del sistema circolatorio-altre malattie del sistema circolatorio,,,27937,
2014,COMO,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2015,MANTOVA,ALL,malattie della cute e del tessuto sottocutaneo,10.77086348,45.14135331,9,"(45.14135331, 10.77086348)"
2013,BRESCIA,ALL,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",10.18167955,45.51939749,7,"(45.51939749, 10.18167955)"
2014,LODI,M,malattie del sistema respiratorio-influenza,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2013,MONZA E DELLA BRIANZA,F,malattie del sistema respiratorio-influenza,9.258430902,45.5823624,1,"(45.5823624, 9.258430902)"
2015,LECCO,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.388156645,45.85028614,107,"(45.85028614, 9.388156645)"
2015,VARESE,ALL,malattie dell'apparato digerente,8.80650544,45.80041256,313,"(45.80041256, 8.80650544)"
2014,LECCO,M,malattie dell'apparato digerente,9.388156645,45.85028614,45,"(45.85028614, 9.388156645)"
2015,ITALIA,F,malattie del sistema circolatorio-malattie ischemiche del cuore,,,35656,
2012,MANTOVA,ALL,malattie dell'apparato digerente,10.77086348,45.14135331,148,"(45.14135331, 10.77086348)"
2015,LECCO,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.388156645,45.85028614,61,"(45.85028614, 9.388156645)"
2014,ITALIA,ALL,malattie del sistema respiratorio-altre malattie del sistema respiratorio,,,11844,
2015,LECCO,F,malattie del sistema respiratorio-influenza,9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2015,BERGAMO,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.63853045,45.68012929,8,"(45.68012929, 9.63853045)"
2014,CREMONA,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2014,ITALIA,F,malattie del sistema osteomuscolare e del tessuto connettivo,,,2161,
2012,REGIONE LOMBARDIA,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,,,3382,
2013,MILANO,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.18951,45.46427,430,"(45.46427, 9.18951)"
2014,SONDRIO,M,malattie del sistema respiratorio,9.879429303,46.1707552,67,"(46.1707552, 9.879429303)"
2015,SONDRIO,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.879429303,46.1707552,60,"(46.1707552, 9.879429303)"
2014,VARESE,M,malattie del sistema circolatorio- altre malattie del cuore,8.80650544,45.80041256,285,"(45.80041256, 8.80650544)"
2015,VARESE,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,8.80650544,45.80041256,291,"(45.80041256, 8.80650544)"
2015,REGIONE LOMBARDIA,F,malattie dell'apparato digerente,,,1766,
2012,PAVIA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.14034225,45.18407925,209,"(45.18407925, 9.14034225)"
2012,PAVIA,M,malattie dell'apparato digerente-altre malattie dell'apparato digerente,9.14034225,45.18407925,87,"(45.18407925, 9.14034225)"
2015,MILANO,M,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.18951,45.46427,22,"(45.46427, 9.18951)"
2014,CREMONA,ALL,malattie del sistema circolatorio-altre malattie del sistema circolatorio,10.0131151,45.13644491,255,"(45.13644491, 10.0131151)"
2012,BERGAMO,F,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.63853045,45.68012929,31,"(45.68012929, 9.63853045)"
2013,SONDRIO,ALL,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.879429303,46.1707552,11,"(46.1707552, 9.879429303)"
2012,PAVIA,ALL,malattie della cute e del tessuto sottocutaneo,9.14034225,45.18407925,6,"(45.18407925, 9.14034225)"
2015,MANTOVA,F,malattie del sistema circolatorio- malattie cerebrovascolari,10.77086348,45.14135331,244,"(45.14135331, 10.77086348)"
2012,CREMONA,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2013,ITALIA,M,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,,,762,
2015,SONDRIO,ALL,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.879429303,46.1707552,5,"(46.1707552, 9.879429303)"
2015,COMO,M,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.039360974,45.80216962,1,"(45.80216962, 9.039360974)"
2015,MILANO,F,malattie del sistema osteomuscolare e del tessuto connettivo,9.18951,45.46427,124,"(45.46427, 9.18951)"
2013,REGIONE LOMBARDIA,M,malattie della cute e del tessuto sottocutaneo,,,58,
2012,PAVIA,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.14034225,45.18407925,457,"(45.18407925, 9.14034225)"
2015,BRESCIA,M,malattie del sistema respiratorio,10.18167955,45.51939749,488,"(45.51939749, 10.18167955)"
2013,BRESCIA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,10.18167955,45.51939749,351,"(45.51939749, 10.18167955)"
2014,BRESCIA,ALL,malattie del sistema respiratorio-influenza,10.18167955,45.51939749,4,"(45.51939749, 10.18167955)"
2013,LODI,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.510140481,45.31535435,3,"(45.31535435, 9.510140481)"
2013,MANTOVA,M,malattie del sistema respiratorio-influenza,10.77086348,45.14135331,2,"(45.14135331, 10.77086348)"
2012,MANTOVA,M,malattie del sistema osteomuscolare e del tessuto connettivo,10.77086348,45.14135331,6,"(45.14135331, 10.77086348)"
2013,MANTOVA,F,malattie del sistema osteomuscolare e del tessuto connettivo,10.77086348,45.14135331,15,"(45.14135331, 10.77086348)"
2012,REGIONE LOMBARDIA,M,malattie del sistema respiratorio-polmonite,,,836,
2015,MONZA E DELLA BRIANZA,F,malattie del sistema circolatorio- altre malattie del cuore,9.258430902,45.5823624,341,"(45.5823624, 9.258430902)"
2014,VARESE,ALL,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",8.80650544,45.80041256,6,"(45.80041256, 8.80650544)"
2013,LODI,M,malattie del sistema respiratorio-influenza,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,MILANO,M,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.18951,45.46427,17,"(45.46427, 9.18951)"
2013,LODI,M,malattie del sistema circolatorio- altre malattie del cuore,9.510140481,45.31535435,65,"(45.31535435, 9.510140481)"
2013,CREMONA,ALL,malattie del sistema circolatorio-altre malattie del sistema circolatorio,10.0131151,45.13644491,265,"(45.13644491, 10.0131151)"
2013,VARESE,M,malattie del sistema circolatorio-malattie ischemiche del cuore,8.80650544,45.80041256,516,"(45.80041256, 8.80650544)"
2015,MANTOVA,F,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",10.77086348,45.14135331,16,"(45.14135331, 10.77086348)"
2013,ITALIA,M,malattie del sistema respiratorio-altre malattie del sistema respiratorio,,,5886,
2013,ITALIA,ALL,malattie del sistema respiratorio-polmonite,,,9040,
2012,CREMONA,F,malattie del sistema respiratorio-polmonite,10.0131151,45.13644491,25,"(45.13644491, 10.0131151)"
2013,MANTOVA,F,malattie dell'apparato digerente,10.77086348,45.14135331,58,"(45.14135331, 10.77086348)"
2014,CREMONA,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.0131151,45.13644491,65,"(45.13644491, 10.0131151)"
2014,ITALIA,M,malattie della cute e del tessuto sottocutaneo,,,349,
2015,LODI,M,malattie della cute e del tessuto sottocutaneo,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2015,SONDRIO,F,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2014,VARESE,M,malattie del sistema circolatorio- malattie cerebrovascolari,8.80650544,45.80041256,323,"(45.80041256, 8.80650544)"
2012,MONZA E DELLA BRIANZA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.258430902,45.5823624,234,"(45.5823624, 9.258430902)"
2014,LODI,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2013,PAVIA,ALL,malattie del sistema osteomuscolare e del tessuto connettivo,9.14034225,45.18407925,35,"(45.18407925, 9.14034225)"
2012,MONZA E DELLA BRIANZA,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.258430902,45.5823624,236,"(45.5823624, 9.258430902)"
2013,VARESE,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,8.80650544,45.80041256,123,"(45.80041256, 8.80650544)"
2012,MILANO,M,malattie dell'apparato digerente,9.18951,45.46427,513,"(45.46427, 9.18951)"
2014,BRESCIA,M,malattie del sistema respiratorio-influenza,10.18167955,45.51939749,4,"(45.51939749, 10.18167955)"
2015,ITALIA,F,malattie dell'apparato digerente-altre malattie dell'apparato digerente,,,9234,
2012,MILANO,ALL,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.18951,45.46427,303,"(45.46427, 9.18951)"
